id_solicitante,produto_solicitado,dia_vencimento,sexo,idade,estado_civil,possui_telefone_residencial,meses_na_residencia,valor_patrimonio_pessoal_norm,profissao,ocupacao,inadimplente,idade_bin,renda_total_norm,estado_onde_nasceu,estado_onde_reside,regiao_onde_reside,regiao_onde_nasceu,origem
177,1,20,F,30,1,Y,1.0,-0.051989890358970794,,,1.0,"(20, 30]",0.07909348553568565,CE,PB,Nordeste,Nordeste,treino
178,1,5,M,74,4,Y,3.0,-0.051989890358970794,0.0,1.0,0.0,"(70, 80]",-0.03523696458598962,PE,PE,Nordeste,Nordeste,treino
179,2,15,F,25,2,N,5.0,0.5763922529308655,11.0,3.0,1.0,"(20, 30]",-0.030568471206021214,SP,SP,Sudeste,Sudeste,treino
180,1,25,M,19,1,Y,7.0,-0.051989890358970794,9.0,2.0,0.0,"(10, 20]",-0.05743612698461491,RN,RN,Nordeste,Nordeste,treino
181,1,15,F,18,1,Y,12.0,-0.051989890358970794,9.0,5.0,0.0,"(10, 20]",-0.05905580836133864,RS,RS,Sul,Sul,treino
182,2,15,F,64,4,N,38.0,-0.051989890358970794,9.0,5.0,0.0,"(60, 70]",-0.054292039606268834,SP,SP,Sudeste,Sudeste,treino
183,1,5,M,30,2,Y,22.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.014562208188986677,PE,PE,Nordeste,Nordeste,treino
184,1,15,F,37,1,N,3.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.0501951984769088,RS,RS,Sul,Sul,treino
185,1,10,F,50,2,N,7.0,-0.051989890358970794,16.0,5.0,1.0,"(40, 50]",-0.025709427075850017,CE,CE,Nordeste,Nordeste,treino
186,1,20,F,24,2,Y,2.0,-0.051989890358970794,2.0,5.0,0.0,"(20, 30]",-0.01618188956571041,MT,MT,Centro-Oeste,Centro-Oeste,treino
187,1,20,M,42,2,Y,4.0,-0.051989890358970794,9.0,5.0,1.0,"(40, 50]",0.1505500168617327,SP,GO,Centro-Oeste,Sudeste,treino
188,1,10,F,18,2,Y,1.0,-0.051989890358970794,9.0,2.0,1.0,"(10, 20]",-0.03523696458598962,MG,MG,Sudeste,Sudeste,treino
189,2,10,F,89,4,N,0.0,-0.051989890358970794,9.0,1.0,1.0,"(80, 90]",-0.05896053298623724,SP,SP,Sudeste,Sudeste,treino
190,1,20,M,31,6,Y,6.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",0.021928260474848017,SP,SP,Sudeste,Sudeste,treino
191,1,15,M,45,1,Y,6.0,-0.051989890358970794,,,0.0,"(40, 50]",0.12330125958273343,PI,DF,Centro-Oeste,Nordeste,treino
192,2,15,F,54,2,Y,20.0,-0.051989890358970794,0.0,0.0,0.0,"(50, 60]",-0.05905580836133864,PE,BA,Nordeste,Nordeste,treino
193,1,1,F,47,2,N,20.0,-0.051989890358970794,9.0,4.0,1.0,"(40, 50]",-0.04476450209612923,BA,BA,Nordeste,Nordeste,treino
194,1,10,F,54,1,Y,12.0,-0.051989890358970794,9.0,4.0,1.0,"(50, 60]",-0.0007472787992842477,BA,BA,Nordeste,Nordeste,treino
195,1,25,F,23,6,Y,2.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.05905580836133864,CE,CE,Nordeste,Nordeste,treino
196,1,5,F,50,2,Y,20.0,-0.051989890358970794,0.0,4.0,1.0,"(40, 50]",-0.0062732505551652195,CE,CE,Nordeste,Nordeste,treino
197,2,10,F,57,4,Y,8.0,-0.051989890358970794,9.0,1.0,0.0,"(50, 60]",0.0024920839541632185,SP,SP,Sudeste,Sudeste,treino
198,1,10,M,28,1,Y,5.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.035999167586800794,MA,MT,Centro-Oeste,Nordeste,treino
199,1,1,F,47,4,Y,20.0,-0.051989890358970794,9.0,2.0,0.0,"(40, 50]",-0.054292039606268834,ES,ES,Sudeste,Sudeste,treino
200,1,20,F,37,2,Y,15.0,-0.051989890358970794,9.0,4.0,0.0,"(30, 40]",0.11326304606205037,PE,PE,Nordeste,Nordeste,treino
201,1,10,M,56,2,Y,24.0,-0.051989890358970794,9.0,1.0,1.0,"(50, 60]",0.026310927729512233,RN,SP,Sudeste,Nordeste,treino
202,1,10,F,27,6,N,2.0,0.5763922529308655,9.0,5.0,1.0,"(20, 30]",-0.013323628312668527,MT,MT,Centro-Oeste,Centro-Oeste,treino
203,1,25,F,27,2,Y,0.0,-0.051989890358970794,11.0,2.0,0.0,"(20, 30]",0.05051087300526683, ,RJ,Sudeste,Sem estado,treino
204,1,20,M,48,2,Y,30.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",-0.056673923983803734,AL,AL,Nordeste,Nordeste,treino
205,1,10,M,21,1,Y,10.0,-0.051989890358970794,10.0,2.0,1.0,"(20, 30]",0.05051087300526683,SP,PR,Sul,Sudeste,treino
206,1,15,F,29,1,Y,,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.04142986396758037,BA,DF,Centro-Oeste,Nordeste,treino
207,1,25,F,46,2,N,15.0,-0.051989890358970794,9.0,4.0,1.0,"(40, 50]",-0.05905580836133864,RN,CE,Nordeste,Nordeste,treino
208,1,15,M,41,1,Y,40.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",0.017575128586465222,CE,CE,Nordeste,Nordeste,treino
209,1,10,F,48,2,Y,25.0,-0.051989890358970794,9.0,5.0,0.0,"(40, 50]",0.003349562330075783,MT,MT,Centro-Oeste,Centro-Oeste,treino
210,1,5,F,37,1,Y,6.0,-0.051989890358970794,,,1.0,"(30, 40]",-0.04476450209612923,CE,CE,Nordeste,Nordeste,treino
211,2,20,M,34,1,Y,15.0,1.2047743962207018,9.0,2.0,0.0,"(30, 40]",-0.03285508020845472,SC,SC,Sul,Sul,treino
212,1,1,F,44,2,Y,4.0,-0.051989890358970794,2.0,3.0,1.0,"(40, 50]",0.012400722964708408,BA,BA,Nordeste,Nordeste,treino
213,1,20,F,51,1,Y,2.0,-0.051989890358970794,9.0,2.0,0.0,"(50, 60]",-0.05610227173319536,GO,GO,Centro-Oeste,Centro-Oeste,treino
214,1,15,F,52,2,N,0.0,-0.051989890358970794,,,0.0,"(50, 60]",-0.054292039606268834,PR,SP,Sudeste,Sul,treino
215,1,1,M,49,5,Y,2.0,-0.051989890358970794,,,0.0,"(40, 50]",0.021928260474848017,SP,SP,Sudeste,Sudeste,treino
216,1,10,M,38,0,Y,0.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",0.007351128084334417, ,SP,Sudeste,Sem estado,treino
217,1,10,F,56,1,Y,40.0,0.7020686815888327,0.0,4.0,0.0,"(50, 60]",0.3458645358195946,PE,PE,Nordeste,Nordeste,treino
218,2,15,M,34,1,Y,8.0,-0.051989890358970794,9.0,5.0,1.0,"(30, 40]",-0.04285899459410131,MG,MG,Sudeste,Sudeste,treino
219,1,1,F,62,4,Y,0.0,-0.051989890358970794,11.0,1.0,0.0,"(60, 70]",-0.01618188956571041,RS,RS,Sul,Sul,treino
220,1,20,F,25,2,Y,10.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.050957401477719974,PE,PE,Nordeste,Nordeste,treino
221,1,10,F,56,1,N,,-0.051989890358970794,,,1.0,"(50, 60]",0.0729005861540949,MG,DF,Centro-Oeste,Sudeste,treino
222,1,15,F,61,4,N,29.0,-0.051989890358970794,,,1.0,"(60, 70]",-0.006654352055570804,PE,PE,Nordeste,Nordeste,treino
223,1,10,M,74,2,Y,,-0.051989890358970794,,,0.0,"(70, 80]",-0.05362511198055906,BA,BA,Nordeste,Nordeste,treino
224,2,10,F,59,5,Y,10.0,-0.051989890358970794,9.0,1.0,0.0,"(50, 60]",-0.06896444737188383,MG,GO,Centro-Oeste,Sudeste,treino
225,1,25,M,70,4,Y,,-0.051989890358970794,9.0,1.0,1.0,"(60, 70]",-0.05905580836133864,PB,PE,Nordeste,Nordeste,treino
226,1,25,F,31,2,Y,10.0,-0.051989890358970794,2.0,4.0,0.0,"(30, 40]",-0.04762276334917111,PR,PR,Sul,Sul,treino
227,1,10,F,37,6,Y,13.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.05553061948258698,BA,SP,Sudeste,Nordeste,treino
228,1,5,F,49,1,Y,,-0.051989890358970794,9.0,4.0,0.0,"(40, 50]",-0.05905580836133864,PE,PE,Nordeste,Nordeste,treino
229,1,25,F,51,1,N,1.0,-0.051989890358970794,11.0,2.0,0.0,"(50, 60]",-0.04095348709207339,AC,RS,Sul,Norte,treino
230,1,25,F,30,1,Y,3.0,-0.051989890358970794,9.0,4.0,1.0,"(20, 30]",0.0028731854545688026,AL,AL,Nordeste,Nordeste,treino
231,2,10,M,24,2,Y,20.0,-0.051989890358970794,9.0,5.0,0.0,"(20, 30]",-0.04476450209612923,SP,SP,Sudeste,Sudeste,treino
232,2,5,M,59,2,N,25.0,1.2047743962207018,9.0,2.0,1.0,"(50, 60]",0.016688114844271233,PB,PB,Nordeste,Nordeste,treino
233,2,5,F,40,2,Y,5.0,-0.051989890358970794,0.0,0.0,1.0,"(30, 40]",-0.0333314570839617,BA,SP,Sudeste,Nordeste,treino
234,1,15,F,47,1,Y,11.0,-0.051989890358970794,9.0,2.0,0.0,"(40, 50]",-0.056769199358905134,GO,GO,Centro-Oeste,Centro-Oeste,treino
235,1,5,F,56,4,Y,1.0,-0.051989890358970794,9.0,2.0,0.0,"(50, 60]",0.03774397274167976,AC,RN,Nordeste,Norte,treino
236,1,15,F,38,1,Y,10.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.04476450209612923,CE,CE,Nordeste,Nordeste,treino
237,1,25,M,34,1,N,21.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.003891366177630318,RS,RS,Sul,Sul,treino
238,2,10,F,35,2,Y,5.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",0.02516762322829548,ES,ES,Sudeste,Sudeste,treino
239,2,10,F,18,2,Y,0.0,-0.051989890358970794,0.0,0.0,1.0,"(10, 20]",-0.04533615434673761,MG,MG,Sudeste,Sudeste,treino
240,1,20,F,30,1,Y,10.0,-0.051989890358970794,9.0,4.0,0.0,"(20, 30]",-0.04476450209612923,PA,MA,Nordeste,Norte,treino
241,1,10,F,47,2,N,,-0.051989890358970794,11.0,5.0,0.0,"(40, 50]",-0.022755890447706737,RN,RN,Nordeste,Nordeste,treino
242,1,15,F,52,2,Y,20.0,-0.051989890358970794,9.0,4.0,1.0,"(50, 60]",-0.054292039606268834,AL,AL,Nordeste,Nordeste,treino
243,1,5,F,46,4,N,12.0,-0.051989890358970794,0.0,1.0,1.0,"(40, 50]",-0.049528270851199034,MA,PA,Norte,Nordeste,treino
244,1,15,F,37,2,N,2.0,0.7020686815888327,9.0,2.0,0.0,"(30, 40]",-0.05114795222792277,MA,MA,Nordeste,Nordeste,treino
245,1,15,F,41,2,Y,3.0,-0.051989890358970794,2.0,4.0,0.0,"(40, 50]",0.014592056592040518,MG,SP,Sudeste,Sudeste,treino
246,1,5,F,41,1,Y,20.0,-0.051989890358970794,,,0.0,"(40, 50]",-0.04695583572346134,PA,PA,Norte,Norte,treino
247,1,10,F,73,4,Y,1.0,-0.051989890358970794,9.0,1.0,0.0,"(70, 80]",-0.06844519657758122,PE,PE,Nordeste,Nordeste,treino
248,7,5,M,27,1,Y,2.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.027614934577877937,MG,MS,Centro-Oeste,Sudeste,treino
249,1,15,F,36,1,Y,,-0.051989890358970794,,,0.0,"(30, 40]",-0.050481024602212994,PR,PR,Sul,Sul,treino
250,1,5,F,41,2,Y,10.0,1.0790979675627346,,4.0,0.0,"(40, 50]",-0.06391485249150984,PE,PE,Nordeste,Nordeste,treino
251,1,10,M,51,2,Y,21.0,-0.051989890358970794,9.0,2.0,0.0,"(50, 60]",0.011829070714100033,MG,SP,Sudeste,Sudeste,treino
252,1,5,M,42,2,Y,0.0,-0.051989890358970794,8.0,5.0,1.0,"(40, 50]",0.021928260474848017,PE,AL,Nordeste,Nordeste,treino
253,1,1,F,43,2,N,10.0,0.9534215389047672,9.0,2.0,1.0,"(40, 50]",-0.049528270851199034,AL,AL,Nordeste,Nordeste,treino
254,1,10,F,62,1,Y,3.0,-0.051989890358970794,9.0,1.0,0.0,"(60, 70]",-0.05905580836133864,CE,CE,Nordeste,Nordeste,treino
255,1,15,F,19,2,Y,19.0,-0.051989890358970794,9.0,4.0,1.0,"(10, 20]",0.05051087300526683,ES,ES,Sudeste,Sudeste,treino
256,2,15,F,27,1,Y,0.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.04667000959815715,SP,SP,Sudeste,Sudeste,treino
257,1,5,M,31,2,Y,5.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.02751965920277654,BA,BA,Nordeste,Nordeste,treino
258,1,10,M,26,2,Y,8.0,-0.051989890358970794,,,1.0,"(20, 30]",-0.05362511198055906,PR,PR,Sul,Sul,treino
259,1,10,F,40,7,Y,1.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.05905580836133864,CE,CE,Nordeste,Nordeste,treino
260,2,10,M,60,2,Y,,-0.051989890358970794,11.0,2.0,0.0,"(50, 60]",-0.029520442079905857,MG,MG,Sudeste,Sudeste,treino
261,1,25,F,39,1,Y,12.0,-0.051989890358970794,9.0,4.0,1.0,"(30, 40]",-0.06381957711640844,BA,BA,Nordeste,Nordeste,treino
262,1,10,F,50,2,Y,5.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",-0.021803136696692777,CE,CE,Nordeste,Nordeste,treino
263,1,10,M,39,2,Y,10.0,-0.051989890358970794,9.0,5.0,0.0,"(30, 40]",-0.04628890809775157,RS,RS,Sul,Sul,treino
264,2,10,M,68,2,Y,,-0.051989890358970794,9.0,,1.0,"(60, 70]",-0.01618188956571041,SP,SP,Sudeste,Sudeste,treino
265,1,5,F,29,1,Y,0.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.03752357358842313, ,RO,Norte,Sem estado,treino
266,2,20,F,31,1,Y,2.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.016944092566521577,BA,BA,Nordeste,Nordeste,treino
267,2,20,F,29,1,Y,,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.03514168921088823,PB,SP,Sudeste,Nordeste,treino
268,1,5,F,18,1,Y,17.0,-0.051989890358970794,9.0,5.0,1.0,"(10, 20]",-0.03761884896352452,SP,SP,Sudeste,Sudeste,treino
269,1,10,M,26,6,Y,10.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.03952435646555245,MG,MG,Sudeste,Sudeste,treino
270,1,20,F,20,1,Y,3.0,-0.051989890358970794,9.0,2.0,1.0,"(10, 20]",-0.01618188956571041,PR,PR,Sul,Sul,treino
271,1,10,M,59,2,N,,-0.051989890358970794,,,0.0,"(50, 60]",-0.049528270851199034,CE,CE,Nordeste,Nordeste,treino
272,2,10,F,30,1,Y,0.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",0.03145579798498762, ,TO,Norte,Sem estado,treino
273,1,5,F,53,1,Y,18.0,-0.051989890358970794,9.0,1.0,0.0,"(50, 60]",-0.0035102646772247337,RS,RS,Sul,Sul,treino
274,1,5,F,23,1,Y,3.0,-0.051989890358970794,0.0,0.0,0.0,"(20, 30]",-0.06077076511316377,PE,PE,Nordeste,Nordeste,treino
275,1,15,F,68,4,N,34.0,-0.051989890358970794,9.0,1.0,0.0,"(60, 70]",-0.025709427075850017,MG,MG,Sudeste,Sudeste,treino
276,1,1,F,22,1,Y,,-0.051989890358970794,,,0.0,"(20, 30]",0.0028731854545688026,CE,CE,Nordeste,Nordeste,treino
277,2,25,M,19,1,Y,1.0,-0.051989890358970794,9.0,2.0,1.0,"(10, 20]",-0.04000073334105943,CE,CE,Nordeste,Nordeste,treino
278,1,10,F,31,1,N,4.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.005225221429049863,BA,SP,Sudeste,Nordeste,treino
279,1,15,F,28,1,Y,12.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.020945658320780214,SP,SP,Sudeste,Sudeste,treino
280,1,1,F,25,1,Y,30.0,-0.051989890358970794,0.0,4.0,0.0,"(20, 30]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,treino
281,1,15,F,50,2,Y,20.0,-0.051989890358970794,9.0,4.0,1.0,"(40, 50]",-0.01618188956571041,PA,PA,Norte,Norte,treino
282,1,15,F,18,1,Y,19.0,-0.051989890358970794,9.0,2.0,0.0,"(10, 20]",-0.05400621348096465,SP,SP,Sudeste,Sudeste,treino
283,1,20,M,22,1,Y,10.0,-0.051989890358970794,,,1.0,"(20, 30]",-0.06381957711640844,RN,RN,Nordeste,Nordeste,treino
284,1,10,F,46,2,Y,30.0,-0.051989890358970794,9.0,5.0,0.0,"(40, 50]",-0.05905580836133864,MG,MG,Sudeste,Sudeste,treino
285,2,25,F,19,1,Y,,-0.051989890358970794,,,1.0,"(10, 20]",-0.049528270851199034,SP,SP,Sudeste,Sudeste,treino
286,1,20,F,30,1,Y,30.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.05200543060383533,RJ,RJ,Sudeste,Sudeste,treino
287,1,15,M,28,2,Y,3.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.045621980472041794,AL,AL,Nordeste,Nordeste,treino
288,2,15,F,49,2,Y,1.0,0.12395710976218337,,,0.0,"(40, 50]",-0.04524087897163621,BA,SP,Sudeste,Nordeste,treino
289,1,15,M,40,2,Y,1.0,-0.051989890358970794,11.0,2.0,0.0,"(30, 40]",0.021166057474036847,RS,RS,Sul,Sul,treino
290,1,25,F,35,2,Y,30.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",0.09814856055596487,SP,SP,Sudeste,Sudeste,treino
291,1,15,F,66,4,Y,5.0,-0.051989890358970794,9.0,1.0,1.0,"(60, 70]",0.0028731854545688026,BA,BA,Nordeste,Nordeste,treino
292,2,15,F,27,2,Y,1.0,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",-0.0695360996224922,CE,CE,Nordeste,Nordeste,treino
293,1,10,M,49,2,Y,30.0,-0.051989890358970794,9.0,4.0,0.0,"(40, 50]",-0.04476450209612923,AL,AL,Nordeste,Nordeste,treino
294,1,25,F,45,1,Y,2.0,-0.051989890358970794,2.0,4.0,1.0,"(40, 50]",-0.03523696458598962,BA,BA,Nordeste,Nordeste,treino
295,1,15,M,47,5,N,5.0,-0.051989890358970794,9.0,2.0,0.0,"(40, 50]",-0.06067548973806237,RN,RN,Nordeste,Nordeste,treino
296,1,5,F,25,1,Y,6.0,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",-0.029425166704804464,RS,RS,Sul,Sul,treino
297,1,5,M,45,2,Y,30.0,-0.051989890358970794,9.0,5.0,1.0,"(40, 50]",0.007636954209638606,RJ,RJ,Sudeste,Sudeste,treino
298,1,15,F,59,2,Y,30.0,-0.051989890358970794,9.0,4.0,0.0,"(50, 60]",-0.051713887956025065,MG,MG,Sudeste,Sudeste,treino
299,1,10,F,37,2,N,37.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.029425166704804464,RS,RS,Sul,Sul,treino
300,1,15,F,57,4,Y,7.0,-0.051989890358970794,9.0,1.0,0.0,"(50, 60]",-0.01665826644121739,SP,SP,Sudeste,Sudeste,treino
301,1,15,F,30,2,Y,1.0,-0.051989890358970794,11.0,2.0,1.0,"(20, 30]",-0.052291256729139514,RS,RS,Sul,Sul,treino
302,1,10,F,31,1,Y,12.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.045621980472041794,RS,RS,Sul,Sul,treino
303,1,15,M,67,2,Y,40.0,-0.051989890358970794,9.0,1.0,0.0,"(60, 70]",-0.04476450209612923,RS,RS,Sul,Sul,treino
304,1,10,M,67,1,N,30.0,-0.051989890358970794,0.0,1.0,1.0,"(60, 70]",-0.05896053298623724,PA,PA,Norte,Norte,treino
305,1,5,M,43,2,Y,16.0,-0.051989890358970794,8.0,4.0,0.0,"(40, 50]",-0.011989773061248984,AM,AM,Norte,Norte,treino
306,2,15,F,44,5,Y,3.0,-0.051989890358970794,9.0,2.0,0.0,"(40, 50]",-0.014562208188986677,GO,GO,Centro-Oeste,Centro-Oeste,treino
307,1,10,M,37,2,Y,1.0,-0.051989890358970794,9.0,5.0,0.0,"(30, 40]",-0.03857160271453849,MA,MA,Nordeste,Nordeste,treino
308,1,10,F,27,2,N,9.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.0430495453443041,RN,RN,Nordeste,Nordeste,treino
309,2,25,F,54,2,N,5.0,-0.051989890358970794,,5.0,1.0,"(50, 60]",-0.058103054610324674,BA,BA,Nordeste,Nordeste,treino
310,1,15,F,37,2,Y,10.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.06763059212046428,MG,SP,Sudeste,Sudeste,treino
311,1,25,F,22,0,Y,0.0,-0.051989890358970794,9.0,2.0,0.0,"(20, 30]",-0.04771803872427251, ,PA,Norte,Sem estado,treino
312,1,5,F,29,4,Y,9.0,-0.051989890358970794,,,0.0,"(20, 30]",-0.03047319583091982,RS,RS,Sul,Sul,treino
313,1,5,F,29,1,Y,5.0,-0.051989890358970794,,4.0,1.0,"(20, 30]",-0.04476450209612923,PE,PE,Nordeste,Nordeste,treino
314,1,25,F,18,6,Y,6.0,-0.051989890358970794,2.0,4.0,1.0,"(10, 20]",-0.056197547108296754,CE,CE,Nordeste,Nordeste,treino
315,1,25,F,24,1,Y,4.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.05905580836133864,PB,PB,Nordeste,Nordeste,treino
316,1,25,M,28,6,Y,4.0,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",0.021928260474848017,RN,SP,Sudeste,Nordeste,treino
317,1,5,M,46,1,Y,11.0,-0.051989890358970794,9.0,2.0,1.0,"(40, 50]",-0.030854297331325404,MG,MG,Sudeste,Sudeste,treino
318,1,10,F,70,4,Y,29.0,-0.051989890358970794,6.0,1.0,0.0,"(60, 70]",0.23077188269710816,RS,RS,Sul,Sul,treino
319,1,10,F,26,1,Y,17.0,-0.051989890358970794,9.0,1.0,0.0,"(20, 30]",-0.056197547108296754,BA,BA,Nordeste,Nordeste,treino
320,1,10,M,58,2,Y,18.0,-0.051989890358970794,0.0,0.0,0.0,"(50, 60]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,treino
321,1,25,F,32,2,Y,0.0,-0.051989890358970794,0.0,0.0,1.0,"(30, 40]",0.03621956674005743,SP,SP,Sudeste,Sudeste,treino
322,1,5,M,54,2,N,51.0,-0.051989890358970794,9.0,1.0,0.0,"(50, 60]",0.04546127812489284,RS,RS,Sul,Sul,treino
323,1,5,F,33,2,Y,2.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.05905580836133864,PA,PA,Norte,Norte,treino
324,1,5,F,41,1,Y,20.0,-0.051989890358970794,,,0.0,"(40, 50]",-0.03523696458598962,CE,CE,Nordeste,Nordeste,treino
325,1,15,F,26,1,Y,26.0,-0.051989890358970794,9.0,5.0,1.0,"(20, 30]",-0.054292039606268834,AM,AM,Norte,Norte,treino
326,2,10,M,36,2,Y,9.0,-0.051989890358970794,,,1.0,"(30, 40]",-0.002843337051514961,SP,SP,Sudeste,Sudeste,treino
327,1,15,F,41,1,Y,10.0,-0.051989890358970794,9.0,1.0,0.0,"(40, 50]",-0.03657081983740917,BA,SP,Sudeste,Nordeste,treino
328,1,10,F,33,2,Y,4.0,-0.051989890358970794,9.0,4.0,1.0,"(30, 40]",-0.01618188956571041,TO,GO,Centro-Oeste,Norte,treino
329,1,25,F,39,2,Y,18.0,-0.051989890358970794,9.0,5.0,1.0,"(30, 40]",-0.04476450209612923,RJ,RJ,Sudeste,Sudeste,treino
330,2,5,M,31,1,Y,5.0,-0.051989890358970794,7.0,2.0,1.0,"(30, 40]",0.08242812366423452,PI,SP,Sudeste,Nordeste,treino
331,1,25,F,72,1,Y,0.0,-0.051989890358970794,9.0,1.0,0.0,"(70, 80]",-0.05905580836133864,BA,BA,Nordeste,Nordeste,treino
332,1,10,F,25,1,Y,25.0,-0.051989890358970794,13.0,2.0,1.0,"(20, 30]",-0.037904675088828714,RS,RS,Sul,Sul,treino
333,1,25,F,41,2,N,2.0,-0.051989890358970794,,2.0,0.0,"(40, 50]",-0.042356893367316954,PI,PI,Nordeste,Nordeste,treino
334,1,10,M,22,1,Y,16.0,-0.051989890358970794,9.0,2.0,1.0,"(20, 30]",-0.05686447473400653,MA,MA,Nordeste,Nordeste,treino
335,2,10,M,32,6,Y,0.0,-0.051989890358970794,9.0,2.0,1.0,"(30, 40]",-0.031277319996775604,CE,BA,Nordeste,Nordeste,treino
336,1,5,M,45,1,Y,1.0,-0.051989890358970794,9.0,1.0,1.0,"(40, 50]",-0.08582818876483093,CE,CE,Nordeste,Nordeste,treino
337,1,10,F,68,2,Y,16.0,-0.051989890358970794,9.0,1.0,1.0,"(60, 70]",-0.06763059212046428,RN,RN,Nordeste,Nordeste,treino
338,1,5,F,39,1,Y,30.0,-0.051989890358970794,,,0.0,"(30, 40]",-0.04914716935079345,RJ,RJ,Sudeste,Sudeste,treino
339,1,20,M,38,2,Y,5.0,-0.051989890358970794,9.0,4.0,0.0,"(30, 40]",-0.054292039606268834,SP,CE,Nordeste,Sudeste,treino
340,1,5,F,53,2,Y,4.0,-0.051989890358970794,11.0,,0.0,"(50, 60]",-0.027903618964435165,PR,SP,Sudeste,Sul,treino
341,1,5,M,49,2,Y,49.0,-0.051989890358970794,9.0,5.0,0.0,"(40, 50]",0.07432971678061585,RS,RS,Sul,Sul,treino
342,1,15,M,47,2,Y,2.0,-0.051989890358970794,9.0,2.0,0.0,"(40, 50]",0.03370143857612752,RS,SP,Sudeste,Sul,treino
343,1,5,F,40,2,Y,2.0,-0.051989890358970794,9.0,2.0,0.0,"(30, 40]",-0.042763719218999914,RN,RN,Nordeste,Nordeste,treino
344,1,10,F,43,1,Y,10.0,-0.051989890358970794,9.0,2.0,0.0,"(40, 50]",-0.04352592221981108,RJ,RJ,Sudeste,Sudeste,treino
345,1,10,F,18,1,Y,9.0,-0.051989890358970794,,,0.0,"(10, 20]",-0.05419676423116744,RN,RN,Nordeste,Nordeste,treino
346,1,15,F,17,1,Y,10.0,-0.051989890358970794,9.0,2.0,1.0,"(10, 20]",-0.0622951711147861,PA,PA,Norte,Norte,treino
347,1,10,F,36,1,Y,6.0,-0.051989890358970794,0.0,0.0,1.0,"(30, 40]",0.04098333549512723,SE,SP,Sudeste,Nordeste,treino
348,1,5,F,31,5,Y,30.0,-0.051989890358970794,12.0,2.0,1.0,"(30, 40]",-0.039333805715349654,RS,RS,Sul,Sul,treino
349,1,10,F,39,5,Y,16.0,-0.051989890358970794,9.0,5.0,0.0,"(30, 40]",-0.056197547108296754,RS,RS,Sul,Sul,treino
350,1,10,F,53,4,N,4.0,-0.051989890358970794,9.0,5.0,1.0,"(50, 60]",-0.02342281807341651,BA,BA,Nordeste,Nordeste,treino
351,1,15,F,61,1,N,1.0,-0.051989890358970794,9.0,1.0,1.0,"(60, 70]",-0.06858906239398432,PE,PE,Nordeste,Nordeste,treino
352,2,10,F,35,1,Y,16.0,-0.051989890358970794,9.0,4.0,1.0,"(30, 40]",-0.058103054610324674,ES,ES,Sudeste,Sudeste,treino
353,1,10,M,62,2,Y,9.0,-0.051989890358970794,9.0,4.0,1.0,"(60, 70]",-0.01618188956571041,PA,PA,Norte,Norte,treino
